filename,width,height,class,xmin,ymin,xmax,ymax
20210501_161529_frame_310.jpg,1280,720,motorcycle,333,366,385,447
20210501_161529_frame_310.jpg,1280,720,car,724,260,1059,404
20210501_161529_frame_310.jpg,1280,720,motorcycle,1023,349,1103,394
20210501_161529_frame_3100.jpg,1280,720,motorcycle,194,356,269,450
20210501_161529_frame_3110.jpg,1280,720,motorcycle,311,363,404,472
20210501_161529_frame_3110.jpg,1280,720,motorcycle,55,335,76,377
20210501_161529_frame_3120.jpg,1280,720,motorcycle,446,358,552,499
20210501_161529_frame_3130.jpg,1280,720,motorcycle,583,371,741,550
20210501_161529_frame_3130.jpg,1280,720,person,624,307,676,502
20210501_161529_frame_3130.jpg,1280,720,person,598,295,637,466
20210501_161529_frame_3130.jpg,1280,720,motorcycle,254,341,282,391
20210501_161529_frame_3140.jpg,1280,720,person,785,271,839,501
20210501_161529_frame_3140.jpg,1280,720,person,812,288,916,531
20210501_161529_frame_3140.jpg,1280,720,motorcycle,759,366,1031,655
20210501_161529_frame_3140.jpg,1280,720,motorcycle,330,343,364,397
20210501_161529_frame_3140.jpg,1280,720,motorcycle,273,339,298,377
20210501_161529_frame_3150.jpg,1280,720,motorcycle,411,339,443,408
20210501_161529_frame_3150.jpg,1280,720,person,1146,207,1251,613
20210501_161529_frame_3160.jpg,1280,720,motorcycle,478,331,520,411
20210501_161529_frame_3170.jpg,1280,720,motorcycle,548,334,587,409
20210501_161529_frame_3180.jpg,1280,720,motorcycle,628,350,693,437
20210501_161529_frame_3180.jpg,1280,720,motorcycle,500,336,532,384
20210501_161529_frame_3190.jpg,1280,720,motorcycle,731,354,837,469
20210501_161529_frame_3190.jpg,1280,720,motorcycle,566,336,606,408
20210501_161529_frame_320.jpg,1280,720,car,524,268,847,417
20210501_161529_frame_320.jpg,1280,720,person,306,350,354,442
20210501_161529_frame_320.jpg,1280,720,car,843,286,919,387
20210501_161529_frame_320.jpg,1280,720,car,1032,313,1247,407
20210501_161529_frame_320.jpg,1280,720,motorcycle,300,377,364,451
20210501_161529_frame_3200.jpg,1280,720,motorcycle,939,313,1125,533
20210501_161529_frame_3200.jpg,1280,720,motorcycle,649,340,702,424
20210501_161529_frame_3200.jpg,1280,720,person,979,285,1057,504
20210501_161529_frame_3210.jpg,1280,720,motorcycle,767,351,825,447
20210501_161529_frame_3220.jpg,1280,720,motorcycle,904,349,1022,503
20210501_161529_frame_330.jpg,1280,720,car,312,273,644,430
20210501_161529_frame_330.jpg,1280,720,car,819,325,1034,409
20210501_161529_frame_330.jpg,1280,720,motorcycle,283,370,348,452
20210501_161529_frame_330.jpg,1280,720,person,286,340,332,451
20210501_161529_frame_340.jpg,1280,720,car,96,270,450,440
20210501_161529_frame_340.jpg,1280,720,car,612,330,821,417
20210501_161529_frame_340.jpg,1280,720,car,816,293,929,385
20210501_161529_frame_340.jpg,1280,720,person,275,345,326,453
20210501_161529_frame_340.jpg,1280,720,motorcycle,276,385,337,452
20210501_161529_frame_3490.jpg,1280,720,motorcycle,749,361,767,405
20210501_161529_frame_350.jpg,1280,720,person,270,354,324,456
20210501_161529_frame_350.jpg,1280,720,car,934,307,1213,412
20210501_161529_frame_350.jpg,1280,720,car,819,294,941,392
20210501_161529_frame_350.jpg,1280,720,car,394,344,607,430
20210501_161529_frame_350.jpg,1280,720,motorcycle,264,387,330,461
20210501_161529_frame_3500.jpg,1280,720,motorcycle,767,365,799,426
20210501_161529_frame_3510.jpg,1280,720,motorcycle,787,341,835,422
20210501_161529_frame_3520.jpg,1280,720,motorcycle,846,336,907,449
20210501_161529_frame_3530.jpg,1280,720,person,994,297,1142,511
20210501_161529_frame_3530.jpg,1280,720,motorcycle,993,352,1163,585
20210501_161529_frame_3570.jpg,1280,720,motorcycle,871,336,900,383
20210501_161529_frame_3580.jpg,1280,720,motorcycle,860,361,889,408
20210501_161529_frame_3580.jpg,1280,720,motorcycle,832,353,857,393
20210501_161529_frame_3590.jpg,1280,720,motorcycle,855,357,890,414
20210501_161529_frame_3590.jpg,1280,720,motorcycle,810,348,843,400
20210501_161529_frame_360.jpg,1280,720,car,709,306,992,419
20210501_161529_frame_360.jpg,1280,720,person,248,354,300,463
20210501_161529_frame_360.jpg,1280,720,car,166,355,393,439
20210501_161529_frame_360.jpg,1280,720,motorcycle,242,390,323,461
20210501_161529_frame_3600.jpg,1280,720,motorcycle,870,358,925,450
20210501_161529_frame_3600.jpg,1280,720,motorcycle,802,352,843,414
20210501_161529_frame_3610.jpg,1280,720,motorcycle,799,356,844,426
20210501_161529_frame_3610.jpg,1280,720,motorcycle,914,353,988,482
20210501_161529_frame_3620.jpg,1280,720,motorcycle,1033,357,1220,577
20210501_161529_frame_3620.jpg,1280,720,motorcycle,813,354,874,455
20210501_161529_frame_3630.jpg,1280,720,motorcycle,868,359,967,519
20210501_161529_frame_3630.jpg,1280,720,motorcycle,755,348,785,407
20210501_161529_frame_3630.jpg,1280,720,motorcycle,808,351,866,430
20210501_161529_frame_3640.jpg,1280,720,person,1143,241,1236,631
20210501_161529_frame_3640.jpg,1280,720,person,1088,240,1169,522
20210501_161529_frame_3640.jpg,1280,720,motorcycle,1081,407,1280,649
20210501_161529_frame_3640.jpg,1280,720,motorcycle,871,346,939,466
20210501_161529_frame_3640.jpg,1280,720,motorcycle,749,346,788,411
20210501_161529_frame_3650.jpg,1280,720,motorcycle,1012,330,1191,570
20210501_161529_frame_3650.jpg,1280,720,person,1007,291,1144,513
20210501_161529_frame_3650.jpg,1280,720,motorcycle,764,359,814,433
20210501_161529_frame_3660.jpg,1280,720,motorcycle,817,347,906,484
20210501_161529_frame_3670.jpg,1280,720,motorcycle,981,345,1235,630
20210501_161529_frame_3670.jpg,1280,720,person,1039,256,1124,577
20210501_161529_frame_370.jpg,1280,720,car,485,318,757,431
20210501_161529_frame_370.jpg,1280,720,person,228,350,290,476
20210501_161529_frame_370.jpg,1280,720,car,70,355,164,447
20210501_161529_frame_370.jpg,1280,720,car,834,297,968,404
20210501_161529_frame_370.jpg,1280,720,motorcycle,224,386,306,482
20210501_161529_frame_420.jpg,1280,720,person,55,351,168,525
20210501_161529_frame_420.jpg,1280,720,motorcycle,62,398,174,526
20210501_161529_frame_420.jpg,1280,720,car,873,276,1037,407
20210501_161529_frame_4200.jpg,1280,720,car,765,275,1188,543
20210501_161529_frame_4200.jpg,1280,720,motorcycle,148,360,301,641
20210501_161529_frame_4200.jpg,1280,720,person,14,322,128,634
20210501_161529_frame_4200.jpg,1280,720,person,124,323,186,625
20210501_161529_frame_4200.jpg,1280,720,motorcycle,284,373,387,549
20210501_161529_frame_4200.jpg,1280,720,motorcycle,373,372,450,500
20210501_161529_frame_4200.jpg,1280,720,car,581,327,682,407
20210501_161529_frame_4200.jpg,1280,720,motorcycle,474,353,509,409
20210501_161529_frame_4200.jpg,1280,720,person,418,340,455,417
20210501_161529_frame_4200.jpg,1280,720,motorcycle,527,350,544,388
20210501_161529_frame_4210.jpg,1280,720,car,839,241,1280,676
20210501_161529_frame_4210.jpg,1280,720,motorcycle,44,372,250,707
20210501_161529_frame_4210.jpg,1280,720,car,584,332,700,413
20210501_161529_frame_4210.jpg,1280,720,person,41,333,125,601
20210501_161529_frame_4210.jpg,1280,720,motorcycle,235,377,355,573
20210501_161529_frame_4210.jpg,1280,720,motorcycle,333,370,429,516
20210501_161529_frame_4210.jpg,1280,720,motorcycle,461,358,496,416
20210501_161529_frame_4210.jpg,1280,720,motorcycle,507,356,531,387
20210501_161529_frame_4220.jpg,1280,720,car,988,159,1280,680
20210501_161529_frame_4220.jpg,1280,720,car,591,328,728,431
20210501_161529_frame_4220.jpg,1280,720,motorcycle,497,353,521,395
20210501_161529_frame_4220.jpg,1280,720,motorcycle,447,364,484,422
20210501_161529_frame_4220.jpg,1280,720,person,334,346,372,416
20210501_161529_frame_4220.jpg,1280,720,person,234,317,297,487
20210501_161529_frame_4220.jpg,1280,720,motorcycle,301,377,409,538
20210501_161529_frame_4220.jpg,1280,720,motorcycle,169,377,314,622
20210501_161529_frame_4220.jpg,1280,720,motorcycle,0,370,161,713
20210501_161529_frame_4230.jpg,1280,720,motorcycle,81,387,247,676
20210501_161529_frame_4230.jpg,1280,720,motorcycle,228,385,369,572
20210501_161529_frame_4230.jpg,1280,720,person,268,345,300,433
20210501_161529_frame_4230.jpg,1280,720,motorcycle,430,368,470,427
20210501_161529_frame_4230.jpg,1280,720,motorcycle,478,363,500,401
20210501_161529_frame_4230.jpg,1280,720,car,605,332,757,453
20210501_161529_frame_4240.jpg,1280,720,car,614,315,814,476
20210501_161529_frame_4240.jpg,1280,720,motorcycle,164,395,331,611
20210501_161529_frame_4240.jpg,1280,720,motorcycle,0,390,158,720
20210501_161529_frame_4240.jpg,1280,720,motorcycle,415,367,459,434
20210501_161529_frame_4240.jpg,1280,720,motorcycle,463,362,491,410
20210501_161529_frame_4240.jpg,1280,720,car,580,340,632,395
20210501_161529_frame_4240.jpg,1280,720,car,556,344,593,396
20210501_161529_frame_4250.jpg,1280,720,motorcycle,110,381,295,654
20210501_161529_frame_4250.jpg,1280,720,motorcycle,408,372,449,433
20210501_161529_frame_4250.jpg,1280,720,motorcycle,453,361,483,413
20210501_161529_frame_4250.jpg,1280,720,car,638,313,919,514
20210501_161529_frame_4250.jpg,1280,720,motorcycle,584,336,642,399
20210501_161529_frame_4250.jpg,1280,720,person,602,346,621,406
20210501_161529_frame_4250.jpg,1280,720,car,557,346,602,394
20210501_161529_frame_4250.jpg,1280,720,motorcycle,525,358,548,396
20210501_161529_frame_4250.jpg,1280,720,motorcycle,500,359,524,394
20210501_161529_frame_4260.jpg,1280,720,car,685,288,1156,586
20210501_161529_frame_4260.jpg,1280,720,person,632,346,657,390
20210501_161529_frame_4260.jpg,1280,720,motorcycle,63,399,230,692
20210501_161529_frame_4260.jpg,1280,720,motorcycle,440,369,474,413
20210501_161529_frame_4260.jpg,1280,720,motorcycle,630,365,669,405
20210501_161529_frame_4260.jpg,1280,720,person,597,343,617,404
20210501_161529_frame_4260.jpg,1280,720,car,579,337,632,401
20210501_161529_frame_4260.jpg,1280,720,car,555,345,584,396
20210501_161529_frame_4260.jpg,1280,720,motorcycle,522,361,544,398
20210501_161529_frame_4260.jpg,1280,720,motorcycle,500,362,522,394
20210501_161529_frame_4260.jpg,1280,720,motorcycle,397,371,441,438
20210501_161529_frame_4270.jpg,1280,720,car,772,236,1280,675
20210501_161529_frame_4270.jpg,1280,720,motorcycle,0,381,169,716
20210501_161529_frame_4270.jpg,1280,720,motorcycle,390,368,435,448
20210501_161529_frame_4270.jpg,1280,720,motorcycle,431,366,461,419
20210501_161529_frame_4270.jpg,1280,720,person,638,338,665,407
20210501_161529_frame_4270.jpg,1280,720,motorcycle,627,359,675,408
20210501_161529_frame_4270.jpg,1280,720,person,591,340,615,402
20210501_161529_frame_4270.jpg,1280,720,car,580,336,635,402
20210501_161529_frame_4270.jpg,1280,720,car,552,344,590,393
20210501_161529_frame_4270.jpg,1280,720,motorcycle,515,358,547,401
20210501_161529_frame_4270.jpg,1280,720,motorcycle,500,356,524,394
20210501_161529_frame_4280.jpg,1280,720,car,1000,159,1280,678
20210501_161529_frame_4280.jpg,1280,720,motorcycle,382,372,431,451
20210501_161529_frame_4280.jpg,1280,720,motorcycle,418,366,457,426
20210501_161529_frame_4280.jpg,1280,720,person,641,342,671,403
20210501_161529_frame_4280.jpg,1280,720,motorcycle,636,367,682,406
20210501_161529_frame_4280.jpg,1280,720,person,583,337,614,409
20210501_161529_frame_4280.jpg,1280,720,car,573,339,637,404
20210501_161529_frame_4280.jpg,1280,720,motorcycle,516,358,547,398
20210501_161529_frame_4280.jpg,1280,720,motorcycle,503,362,524,399
20210501_161529_frame_4290.jpg,1280,720,person,644,343,677,403
20210501_161529_frame_4290.jpg,1280,720,motorcycle,637,368,689,408
20210501_161529_frame_4290.jpg,1280,720,person,584,336,612,410
20210501_161529_frame_4290.jpg,1280,720,car,583,338,645,398
20210501_161529_frame_4290.jpg,1280,720,motorcycle,526,358,548,405
20210501_161529_frame_4290.jpg,1280,720,motorcycle,503,358,527,400
20210501_161529_frame_4290.jpg,1280,720,motorcycle,418,365,450,429
20210501_161529_frame_4290.jpg,1280,720,motorcycle,374,368,421,451
20210501_161529_frame_430.jpg,1280,720,person,12,352,108,542
20210501_161529_frame_430.jpg,1280,720,motorcycle,1,431,125,550
20210501_161529_frame_430.jpg,1280,720,car,874,271,1053,411
20210501_161529_frame_4300.jpg,1280,720,person,813,344,840,408
20210501_161529_frame_4300.jpg,1280,720,person,654,336,684,403
20210501_161529_frame_4300.jpg,1280,720,person,629,343,647,410
20210501_161529_frame_4300.jpg,1280,720,person,590,338,610,408
20210501_161529_frame_4300.jpg,1280,720,motorcycle,379,367,418,457
20210501_161529_frame_4300.jpg,1280,720,motorcycle,411,371,447,430
20210501_161529_frame_4300.jpg,1280,720,motorcycle,528,358,557,410
20210501_161529_frame_4300.jpg,1280,720,motorcycle,510,358,530,399
20210501_161529_frame_4300.jpg,1280,720,car,562,340,596,392
20210501_161529_frame_4300.jpg,1280,720,car,581,334,651,401
20210501_161529_frame_4300.jpg,1280,720,motorcycle,648,360,696,411
20210501_162114_frame_10720.jpg,1280,720,person,969,291,1105,544
20210501_162114_frame_10720.jpg,1280,720,motorcycle,871,341,925,408
20210501_162114_frame_10720.jpg,1280,720,motorcycle,973,345,1139,611
20210501_162114_frame_10730.jpg,1280,720,motorcycle,949,341,1015,406
20210501_162114_frame_10730.jpg,1280,720,motorcycle,727,351,808,415
20210501_162114_frame_10740.jpg,1280,720,person,1051,334,1089,403
20210501_162114_frame_10740.jpg,1280,720,motorcycle,1047,340,1119,407
20210501_162114_frame_10740.jpg,1280,720,motorcycle,745,357,830,412
20210501_162114_frame_10750.jpg,1280,720,person,1161,334,1203,404
20210501_162114_frame_10750.jpg,1280,720,motorcycle,1155,344,1230,404
20210501_162114_frame_10750.jpg,1280,720,motorcycle,756,352,858,420
20210501_162114_frame_10760.jpg,1280,720,motorcycle,769,362,863,424
20210501_162114_frame_10770.jpg,1280,720,motorcycle,755,363,862,437
20210501_162114_frame_10780.jpg,1280,720,motorcycle,755,368,854,433
20210501_162114_frame_10790.jpg,1280,720,motorcycle,738,365,857,442
20210501_162114_frame_1080.jpg,1280,720,motorcycle,841,387,967,491
20210501_162114_frame_1080.jpg,1280,720,person,923,325,977,482
20210501_162114_frame_10800.jpg,1280,720,motorcycle,727,372,847,456
20210501_162114_frame_10800.jpg,1280,720,car,800,352,938,434
20210501_162114_frame_10810.jpg,1280,720,motorcycle,700,379,826,458
20210501_162114_frame_10810.jpg,1280,720,car,725,343,913,446
20210501_162114_frame_10820.jpg,1280,720,motorcycle,659,370,802,472
20210501_162114_frame_10820.jpg,1280,720,car,685,347,883,448
20210501_162114_frame_10830.jpg,1280,720,motorcycle,631,379,782,468
20210501_162114_frame_10830.jpg,1280,720,car,658,353,866,444
20210501_162114_frame_10840.jpg,1280,720,motorcycle,615,396,764,478
20210501_162114_frame_10840.jpg,1280,720,car,638,348,853,447
20210501_162114_frame_10850.jpg,1280,720,motorcycle,594,391,751,486
20210501_162114_frame_10850.jpg,1280,720,car,621,355,839,460
20210501_162114_frame_10860.jpg,1280,720,car,608,362,829,463
20210501_162114_frame_10860.jpg,1280,720,motorcycle,577,380,740,487
20210501_162114_frame_10870.jpg,1280,720,motorcycle,563,395,732,505
20210501_162114_frame_10870.jpg,1280,720,car,592,362,823,478
20210501_162114_frame_10880.jpg,1280,720,motorcycle,547,397,722,502
20210501_162114_frame_10880.jpg,1280,720,car,582,364,812,475
20210501_162114_frame_10890.jpg,1280,720,motorcycle,533,416,713,518
20210501_162114_frame_10890.jpg,1280,720,car,555,367,803,484
20210501_162114_frame_1090.jpg,1280,720,motorcycle,908,358,1072,531
20210501_162114_frame_1090.jpg,1280,720,person,1028,323,1084,537
20210501_162114_frame_10900.jpg,1280,720,motorcycle,505,423,697,534
20210501_162114_frame_10900.jpg,1280,720,car,535,384,797,495
20210501_162114_frame_10910.jpg,1280,720,motorcycle,482,433,675,559
20210501_162114_frame_10910.jpg,1280,720,car,514,392,775,518
20210501_162114_frame_10920.jpg,1280,720,motorcycle,430,422,639,551
20210501_162114_frame_10920.jpg,1280,720,car,472,382,745,514
20210501_162114_frame_10930.jpg,1280,720,motorcycle,351,423,583,564
20210501_162114_frame_10930.jpg,1280,720,car,397,383,695,517
20210501_162114_frame_10940.jpg,1280,720,motorcycle,204,413,488,576
20210501_162114_frame_10940.jpg,1280,720,car,286,371,618,513
20210501_162114_frame_10950.jpg,1280,720,motorcycle,8,383,342,612
20210501_162114_frame_10950.jpg,1280,720,car,121,357,483,541
20210501_162114_frame_10960.jpg,1280,720,car,0,344,332,547
20210501_162114_frame_10970.jpg,1280,720,motorcycle,1177,331,1219,388
20210501_162114_frame_12690.jpg,1280,720,motorcycle,825,333,854,389
20210501_162114_frame_12760.jpg,1280,720,motorcycle,760,341,807,439
20210501_162114_frame_13150.jpg,1280,720,person,660,329,696,434
20210501_162114_frame_13150.jpg,1280,720,motorcycle,634,348,729,429
20210501_162114_frame_13160.jpg,1280,720,motorcycle,716,356,820,463
20210501_162114_frame_13160.jpg,1280,720,person,751,325,791,471
20210501_162114_frame_13170.jpg,1280,720,person,886,320,935,498
20210501_162114_frame_13170.jpg,1280,720,motorcycle,826,351,994,500
20210501_162114_frame_1330.jpg,1280,720,motorcycle,461,399,570,464
20210501_162114_frame_1340.jpg,1280,720,motorcycle,378,392,512,478
20210501_162114_frame_13460.jpg,1280,720,car,629,344,666,377
20210501_162114_frame_13470.jpg,1280,720,car,628,342,675,380
20210501_162114_frame_13480.jpg,1280,720,car,625,337,677,382
20210501_162114_frame_13490.jpg,1280,720,car,637,337,696,387
20210501_162114_frame_1350.jpg,1280,720,motorcycle,272,397,441,505
20210501_162114_frame_1350.jpg,1280,720,other vehicles,30,426,131,585
20210501_162114_frame_13500.jpg,1280,720,car,649,341,734,415
20210501_162114_frame_13510.jpg,1280,720,car,687,336,821,440
20210501_162114_frame_13520.jpg,1280,720,car,757,318,1134,558
20210501_162114_frame_1360.jpg,1280,720,motorcycle,141,409,358,540
20210501_162114_frame_1370.jpg,1280,720,motorcycle,0,443,265,613
20210501_162114_frame_13840.jpg,1280,720,other vehicles,906,357,968,439
20210501_162114_frame_13850.jpg,1280,720,other vehicles,1028,365,1132,481
20210501_162114_frame_13910.jpg,1280,720,motorcycle,800,350,853,433
20210501_162114_frame_13920.jpg,1280,720,motorcycle,931,367,1068,534
20210501_162114_frame_13920.jpg,1280,720,person,954,307,1008,495
20210501_162114_frame_13960.jpg,1280,720,car,591,354,663,382
20210501_162114_frame_13970.jpg,1280,720,car,570,344,648,380
20210501_162114_frame_13990.jpg,1280,720,motorcycle,1017,345,1203,460
20210501_162114_frame_1400.jpg,1280,720,motorcycle,183,397,336,490
20210501_162114_frame_14000.jpg,1280,720,car,493,343,593,388
20210501_162114_frame_14010.jpg,1280,720,car,461,344,569,387
20210501_162114_frame_14020.jpg,1280,720,car,420,334,549,395
20210501_162114_frame_14030.jpg,1280,720,car,399,357,518,417
20210501_162114_frame_14040.jpg,1280,720,car,334,335,488,411
20210501_162114_frame_14050.jpg,1280,720,car,258,345,470,429
20210501_162114_frame_14060.jpg,1280,720,car,184,359,460,479
20210501_162114_frame_14060.jpg,1280,720,other vehicles,793,372,873,476
20210501_162114_frame_14070.jpg,1280,720,car,13,349,409,495
20210501_162114_frame_14070.jpg,1280,720,person,1001,287,1111,534
20210501_162114_frame_14070.jpg,1280,720,other vehicles,1020,385,1194,591
20210501_162114_frame_14080.jpg,1280,720,car,4,354,314,569
20210501_162114_frame_1410.jpg,1280,720,motorcycle,750,371,787,423
20210501_162114_frame_1410.jpg,1280,720,motorcycle,68,416,270,530
20210501_162114_frame_14160.jpg,1280,720,other vehicles,861,365,959,507
20210501_162114_frame_14160.jpg,1280,720,person,871,307,925,448
20210501_162114_frame_1420.jpg,1280,720,motorcycle,759,345,829,440
20210501_162114_frame_1420.jpg,1280,720,motorcycle,0,432,172,564
20210501_162114_frame_1430.jpg,1280,720,motorcycle,811,356,897,467
20210501_162114_frame_14310.jpg,1280,720,motorcycle,709,354,750,440
20210501_162114_frame_14320.jpg,1280,720,motorcycle,863,350,1003,565
20210501_162114_frame_1440.jpg,1280,720,motorcycle,887,357,1006,512
20210501_162114_frame_14420.jpg,1280,720,motorcycle,683,357,722,430
20210501_162114_frame_14430.jpg,1280,720,motorcycle,789,366,886,500
20210501_162114_frame_14430.jpg,1280,720,person,804,318,846,451
20210501_162114_frame_1450.jpg,1280,720,motorcycle,1000,359,1171,568
20210501_162114_frame_1490.jpg,1280,720,motorcycle,722,363,752,426
20210501_162114_frame_1500.jpg,1280,720,motorcycle,773,360,836,464
20210501_162114_frame_15080.jpg,1280,720,person,834,322,874,427
20210501_162114_frame_15090.jpg,1280,720,person,889,345,943,470
20210501_162114_frame_1510.jpg,1280,720,motorcycle,911,379,1014,556
20210501_162114_frame_1510.jpg,1280,720,person,898,304,946,525
20210501_162114_frame_15110.jpg,1280,720,person,1133,319,1240,571
20210501_162114_frame_16380.jpg,1280,720,car,534,338,594,359
20210501_162114_frame_16390.jpg,1280,720,car,546,335,588,356
20210501_162114_frame_16400.jpg,1280,720,person,1005,345,1094,529
20210501_162114_frame_16400.jpg,1280,720,car,537,331,585,354
20210501_162114_frame_16410.jpg,1280,720,person,1157,331,1280,562
20210501_162114_frame_16410.jpg,1280,720,motorcycle,1105,369,1279,604
20210501_162114_frame_16410.jpg,1280,720,car,520,318,583,349
20210501_162114_frame_16420.jpg,1280,720,car,514,316,573,346
20210501_162114_frame_16430.jpg,1280,720,car,506,329,565,353
20210501_162114_frame_16450.jpg,1280,720,car,526,320,587,352
20210501_162114_frame_16460.jpg,1280,720,car,533,330,595,369
20210501_162114_frame_16460.jpg,1280,720,motorcycle,635,345,657,383
20210501_162114_frame_16460.jpg,1280,720,motorcycle,658,352,685,402
20210501_162114_frame_16470.jpg,1280,720,car,527,329,597,369
20210501_162114_frame_16470.jpg,1280,720,motorcycle,669,363,705,411
20210501_162114_frame_16470.jpg,1280,720,motorcycle,644,362,675,401
20210501_162114_frame_16480.jpg,1280,720,car,541,329,599,365
20210501_162114_frame_16480.jpg,1280,720,motorcycle,703,362,748,435
20210501_162114_frame_16480.jpg,1280,720,motorcycle,661,356,697,410
20210501_162114_frame_16490.jpg,1280,720,car,544,326,602,365
20210501_162114_frame_16490.jpg,1280,720,motorcycle,693,360,721,411
20210501_162114_frame_16490.jpg,1280,720,motorcycle,751,352,820,457
20210501_162114_frame_16500.jpg,1280,720,car,554,321,611,361
20210501_162114_frame_16500.jpg,1280,720,motorcycle,862,375,997,550
20210501_162114_frame_16500.jpg,1280,720,motorcycle,717,355,770,443
20210501_162114_frame_16510.jpg,1280,720,car,559,328,615,362
20210501_162114_frame_16510.jpg,1280,720,motorcycle,775,359,852,482
20210501_162114_frame_16520.jpg,1280,720,person,930,313,1076,576
20210501_162114_frame_16520.jpg,1280,720,motorcycle,924,397,1113,649
20210501_162114_frame_16520.jpg,1280,720,car,557,323,611,368
20210501_162114_frame_16530.jpg,1280,720,car,559,317,617,370
20210501_162114_frame_16540.jpg,1280,720,car,562,320,618,371
20210501_162114_frame_16550.jpg,1280,720,car,563,320,623,378
20210501_162114_frame_16560.jpg,1280,720,car,573,320,641,386
20210501_162114_frame_16570.jpg,1280,720,car,578,319,657,389
20210501_162114_frame_16580.jpg,1280,720,car,600,315,686,388
20210501_162114_frame_16590.jpg,1280,720,car,606,317,714,403
20210501_162114_frame_16600.jpg,1280,720,car,635,312,752,406
20210501_162114_frame_16610.jpg,1280,720,car,649,314,793,436
20210501_162114_frame_16620.jpg,1280,720,car,673,299,861,434
20210501_162114_frame_16630.jpg,1280,720,car,701,276,958,466
20210501_162114_frame_16640.jpg,1280,720,car,751,277,1140,531
20210501_162114_frame_16650.jpg,1280,720,car,815,238,1280,653
20210501_162114_frame_16660.jpg,1280,720,car,953,125,1280,658
20210501_162114_frame_16690.jpg,1280,720,motorcycle,755,365,829,431
20210501_162114_frame_16700.jpg,1280,720,motorcycle,591,389,701,460
20210501_162114_frame_16700.jpg,1280,720,person,634,340,667,442
20210501_162114_frame_16710.jpg,1280,720,motorcycle,320,386,477,482
20210501_162114_frame_16710.jpg,1280,720,person,405,324,461,443
20210501_162114_frame_16710.jpg,1280,720,person,373,357,409,457
20210501_162114_frame_1680.jpg,1280,720,motorcycle,648,356,688,411
20210501_162114_frame_16800.jpg,1280,720,motorcycle,839,416,887,452
20210501_162114_frame_16810.jpg,1280,720,motorcycle,823,414,871,457
20210501_162114_frame_16820.jpg,1280,720,motorcycle,811,428,854,464
20210501_162114_frame_16830.jpg,1280,720,motorcycle,786,436,839,468
20210501_162114_frame_16850.jpg,1280,720,motorcycle,745,446,801,481
20210501_162114_frame_16860.jpg,1280,720,motorcycle,726,446,796,486
20210501_162114_frame_16860.jpg,1280,720,person,748,420,774,474
20210501_162114_frame_16860.jpg,1280,720,person,771,421,789,478
20210501_162114_frame_16870.jpg,1280,720,person,1183,377,1215,433
20210501_162114_frame_16870.jpg,1280,720,person,723,421,751,474
20210501_162114_frame_16870.jpg,1280,720,motorcycle,714,450,781,487
20210501_162114_frame_16870.jpg,1280,720,motorcycle,1177,404,1225,443
20210501_162114_frame_16880.jpg,1280,720,motorcycle,1182,406,1237,448
20210501_162114_frame_16880.jpg,1280,720,person,1199,381,1222,443
20210501_162114_frame_16880.jpg,1280,720,person,735,419,758,475
20210501_162114_frame_16880.jpg,1280,720,person,713,420,739,477
20210501_162114_frame_16880.jpg,1280,720,motorcycle,695,442,764,487
20210501_162114_frame_16890.jpg,1280,720,person,678,419,703,473
20210501_162114_frame_16890.jpg,1280,720,person,1187,375,1216,427
20210501_162114_frame_16890.jpg,1280,720,person,701,411,719,470
20210501_162114_frame_16890.jpg,1280,720,motorcycle,652,440,726,479
20210501_162114_frame_16890.jpg,1280,720,motorcycle,1167,399,1228,440
20210501_162114_frame_1690.jpg,1280,720,motorcycle,674,360,713,432
20210501_162114_frame_16900.jpg,1280,720,person,1163,357,1193,420
20210501_162114_frame_16900.jpg,1280,720,motorcycle,1140,383,1205,428
20210501_162114_frame_16900.jpg,1280,720,person,652,402,672,470
20210501_162114_frame_16900.jpg,1280,720,person,617,403,655,464
20210501_162114_frame_16900.jpg,1280,720,motorcycle,604,424,677,472
20210501_162114_frame_16910.jpg,1280,720,person,1116,368,1143,437
20210501_162114_frame_16910.jpg,1280,720,motorcycle,1088,400,1166,441
20210501_162114_frame_16910.jpg,1280,720,person,579,408,606,469
20210501_162114_frame_16910.jpg,1280,720,person,556,411,585,468
20210501_162114_frame_16910.jpg,1280,720,motorcycle,541,431,608,480
20210501_162114_frame_17300.jpg,1280,720,motorcycle,435,356,467,424
20210501_162114_frame_17300.jpg,1280,720,car,146,312,376,491
20210501_162114_frame_17310.jpg,1280,720,motorcycle,424,360,459,432
20210501_162114_frame_17310.jpg,1280,720,car,58,307,358,531
20210501_162114_frame_17320.jpg,1280,720,car,6,310,329,556
20210501_162114_frame_17330.jpg,1280,720,motorcycle,422,380,452,438
20210501_162114_frame_17330.jpg,1280,720,car,0,268,273,670
20210501_162114_frame_17340.jpg,1280,720,motorcycle,430,368,465,433
20210501_162114_frame_17340.jpg,1280,720,car,0,267,188,672
20210501_162114_frame_17350.jpg,1280,720,motorcycle,443,363,478,431
20210501_162114_frame_17350.jpg,1280,720,car,949,323,1085,393
20210501_162114_frame_17360.jpg,1280,720,motorcycle,465,364,493,427
20210501_162114_frame_17360.jpg,1280,720,car,1019,328,1165,403
20210501_162114_frame_17370.jpg,1280,720,motorcycle,490,367,515,422
