id,image_id,category_id,iscrowd,area,bbox0,bbox1,bbox2,bbox3,seg0,seg1,seg2,seg3,seg4,seg5,seg6,seg7
1939,807,1,0,10246,616,298,109,94,616,298,616,392,725,392,725,298
1940,807,1,0,10584,489,326,108,98,489,326,489,424,597,424,597,326
1941,808,1,0,134674,788,276,466,289,788,276,788,565,1254,565,1254,276
1942,808,1,0,15250,635,282,125,122,635,282,635,404,760,404,760,282
1943,808,1,0,10692,485,323,108,99,485,323,485,422,593,422,593,323
1944,809,1,0,29412,664,252,172,171,664,252,664,423,836,423,836,252
1945,809,1,0,10504,481,324,104,101,481,324,481,425,585,425,585,324
1946,809,1,0,8662,196,338,122,71,196,338,196,409,318,409,318,338
1947,810,1,0,360,545,343,20,18,545,343,545,361,565,361,565,343
1948,811,1,0,89976,954,311,326,276,954,311,954,587,1280,587,1280,311
1949,812,1,0,99876,698,203,348,287,698,203,698,490,1046,490,1046,203
1950,812,1,0,10692,476,327,108,99,476,327,476,426,584,426,584,327
1951,812,1,0,13695,120,346,165,83,120,346,120,429,285,429,285,346
1952,813,1,0,315234,782,0,498,633,782,0,782,633,1280,633,1280,0
1953,813,4,0,1518,706,328,23,66,706,328,706,394,729,394,729,328
1954,813,1,0,10752,467,331,112,96,467,331,467,427,579,427,579,331
1955,813,1,0,18939,61,338,177,107,61,338,61,445,238,445,238,338
1956,814,1,0,23829,8,332,169,141,8,332,8,473,177,473,177,332
1957,814,1,0,11128,462,338,107,104,462,338,462,442,569,442,569,338
1958,814,4,0,2378,774,320,29,82,774,320,774,402,803,402,803,320
1959,815,4,0,10268,913,306,68,151,913,306,913,457,981,457,981,306
1960,815,1,0,9646,459,346,106,91,459,346,459,437,565,437,565,346
1961,815,1,0,13870,0,346,95,146,0,346,0,492,95,492,95,346
1962,816,1,0,9964,452,336,106,94,452,336,452,430,558,430,558,336
1963,817,1,0,9360,459,348,104,90,459,348,459,438,563,438,563,348
1964,818,1,0,9603,464,336,99,97,464,336,464,433,563,433,563,336
1965,819,1,0,8084,476,327,94,86,476,327,476,413,570,413,570,327
1966,819,4,0,1700,745,323,25,68,745,323,745,391,770,391,770,323
1967,820,4,0,4485,852,318,39,115,852,318,852,433,891,433,891,318
1968,820,1,0,7216,481,342,88,82,481,342,481,424,569,424,569,342
1969,821,4,0,7614,809,301,54,141,809,301,809,442,863,442,863,301
1970,821,1,0,7482,485,320,86,87,485,320,485,407,571,407,571,320
1971,822,1,0,7470,485,325,90,83,485,325,485,408,575,408,575,325
1972,823,1,0,6800,490,325,85,80,490,325,490,405,575,405,575,325
1973,824,1,0,6699,484,327,87,77,484,327,484,404,571,404,571,327
1974,824,1,0,3080,412,328,55,56,412,328,412,384,467,384,467,328
1975,824,4,0,1512,391,338,24,63,391,338,391,401,415,401,415,338
1976,825,4,0,2964,364,338,38,78,364,338,364,416,402,416,402,338
1977,825,1,0,5846,486,332,79,74,486,332,486,406,565,406,565,332
1978,825,1,0,3480,404,332,60,58,404,332,404,390,464,390,464,332
1979,825,1,0,3825,700,331,75,51,700,331,700,382,775,382,775,331
1980,826,1,0,5238,715,329,97,54,715,329,715,383,812,383,812,329
1981,826,1,0,5913,484,333,81,73,484,333,484,406,565,406,565,333
1982,826,1,0,4225,391,335,65,65,391,335,391,400,456,400,456,335
1983,826,4,0,3572,342,344,38,94,342,344,342,438,380,438,380,344
1984,827,4,0,5490,297,337,45,122,297,337,297,459,342,459,342,337
1985,827,1,0,5848,365,333,86,68,365,333,365,401,451,401,451,333
1986,827,1,0,6237,481,336,81,77,481,336,481,413,562,413,562,336
1987,827,1,0,7552,723,330,118,64,723,330,723,394,841,394,841,330
1988,828,4,0,8904,227,330,53,168,227,330,227,498,280,498,280,330
1989,828,4,0,8268,272,323,52,159,272,323,272,482,324,482,324,323
1990,828,1,0,6561,482,332,81,81,482,332,482,413,563,413,563,332
1991,828,1,0,7350,338,330,98,75,338,330,338,405,436,405,436,330
1992,828,1,0,7684,737,326,113,68,737,326,737,394,850,394,850,326
1993,829,1,0,10191,767,319,129,79,767,319,767,398,896,398,896,319
1994,829,1,0,5904,479,334,82,72,479,334,479,406,561,406,561,334
1995,829,1,0,9030,328,328,105,86,328,328,328,414,433,414,433,328
1996,829,4,0,14839,169,336,71,209,169,336,169,545,240,545,240,336
1997,829,4,0,18018,103,336,77,234,103,336,103,570,180,570,180,336
1998,830,4,0,31160,0,336,95,328,0,336,0,664,95,664,95,336
1999,830,1,0,9990,318,336,111,90,318,336,318,426,429,426,429,336
2000,830,1,0,5183,494,345,73,71,494,345,494,416,567,416,567,345
2001,830,1,0,13083,804,316,147,89,804,316,804,405,951,405,951,316
2002,831,1,0,4788,496,339,76,63,496,339,496,402,572,402,572,339
2003,831,1,0,12566,291,328,122,103,291,328,291,431,413,431,413,328
2004,831,1,0,14112,841,306,147,96,841,306,841,402,988,402,988,306
2005,832,1,0,17460,887,308,180,97,887,308,887,405,1067,405,1067,308
2006,832,1,0,4489,510,335,67,67,510,335,510,402,577,402,577,335
2007,832,1,0,16456,265,320,136,121,265,320,265,441,401,441,401,320
2008,833,1,0,22638,218,313,154,147,218,313,218,460,372,460,372,313
2009,833,1,0,4760,509,333,68,70,509,333,509,403,577,403,577,333
2010,833,1,0,25080,948,301,228,110,948,301,948,411,1176,411,1176,301
2011,834,1,0,31623,1031,293,249,127,1031,293,1031,420,1280,420,1280,293
2012,834,1,0,3953,518,332,67,59,518,332,518,391,585,391,585,332
2013,834,1,0,31248,143,300,186,168,143,300,143,468,329,468,329,300
2014,835,1,0,58528,8,284,248,236,8,284,8,520,256,520,256,284
2015,835,1,0,4221,525,331,67,63,525,331,525,394,592,394,592,331
2016,835,1,0,19877,1141,298,139,143,1141,298,1141,441,1280,441,1280,298
2017,836,1,0,53746,0,252,154,349,0,252,0,601,154,601,154,252
2018,836,1,0,3660,524,334,60,61,524,334,524,395,584,395,584,334
2019,837,1,0,3696,522,343,66,56,522,343,522,399,588,399,588,343
2020,838,1,0,3894,519,341,66,59,519,341,519,400,585,400,585,341
2021,839,4,0,58128,1107,216,173,336,1107,216,1107,552,1280,552,1280,216
2022,839,1,0,3380,512,338,65,52,512,338,512,390,577,390,577,338
2023,839,1,0,832,600,338,32,26,600,338,600,364,632,364,632,338
2024,840,4,0,43605,924,253,153,285,924,253,924,538,1077,538,1077,253
2025,840,1,0,1023,601,337,33,31,601,337,601,368,634,368,634,337
2026,840,1,0,3717,510,332,63,59,510,332,510,391,573,391,573,332
2027,841,4,0,25414,823,268,97,262,823,268,823,530,920,530,920,268
2028,841,1,0,1444,603,330,38,38,603,330,603,368,641,368,641,330
2029,841,1,0,3172,509,335,61,52,509,335,509,387,570,387,570,335
2030,842,4,0,17204,736,289,92,187,736,289,736,476,828,476,828,289
2031,842,1,0,1258,606,334,37,34,606,334,606,368,643,368,643,334
2032,842,1,0,2842,509,338,58,49,509,338,509,387,567,387,567,338
2033,843,4,0,10950,699,298,75,146,699,298,699,444,774,444,774,298
2034,843,1,0,1326,611,335,39,34,611,335,611,369,650,369,650,335
2035,843,1,0,2695,516,338,55,49,516,338,516,387,571,387,571,338
2036,844,1,0,2862,519,331,53,54,519,331,519,385,572,385,572,331
2037,844,1,0,1330,618,329,38,35,618,329,618,364,656,364,656,329
2038,844,4,0,6396,675,301,52,123,675,301,675,424,727,424,727,301
2039,845,4,0,7772,642,311,58,134,642,311,642,445,700,445,700,311
2040,845,1,0,2703,524,337,53,51,524,337,524,388,577,388,577,337
2041,846,1,0,2346,535,354,51,46,535,354,535,400,586,400,586,354
2042,846,4,0,5562,622,332,54,103,622,332,622,435,676,435,676,332
2043,847,1,0,1692,643,318,47,36,643,318,643,354,690,354,690,318
2044,847,4,0,2550,615,305,34,75,615,305,615,380,649,380,649,305
2045,847,1,0,2279,542,322,53,43,542,322,542,365,595,365,595,322
2046,848,1,0,5353,344,320,101,53,344,320,344,373,445,373,445,320
2047,848,1,0,1920,650,321,48,40,650,321,650,361,698,361,698,321
2048,848,1,0,2550,544,322,50,51,544,322,544,373,594,373,594,322
2049,848,4,0,3219,606,304,37,87,606,304,606,391,643,391,643,304
2050,849,4,0,4140,605,317,46,90,605,317,605,407,651,407,651,317
2051,849,1,0,2597,664,326,53,49,664,326,664,375,717,375,717,326
2052,849,1,0,2244,556,332,51,44,556,332,556,376,607,376,607,332
2053,849,1,0,5356,343,331,103,52,343,331,343,383,446,383,446,331
2054,850,1,0,3132,664,329,58,54,664,329,664,383,722,383,722,329
2055,850,1,0,1968,562,335,41,48,562,335,562,383,603,383,603,335
2056,850,4,0,3404,598,321,37,92,598,321,598,413,635,413,635,321
2057,850,1,0,5928,324,337,114,52,324,337,324,389,438,389,438,337
2058,851,1,0,3233,667,331,61,53,667,331,667,384,728,384,728,331
2059,851,1,0,1892,555,339,43,44,555,339,555,383,598,383,598,339
2060,851,4,0,2800,583,327,35,80,583,327,583,407,618,407,618,327
2061,851,1,0,7198,294,335,122,59,294,335,294,394,416,394,416,335
2062,852,1,0,4002,670,331,69,58,670,331,670,389,739,389,739,331
2063,852,1,0,7869,276,337,129,61,276,337,276,398,405,398,405,337
2064,853,1,0,4680,681,331,72,65,681,331,681,396,753,396,753,331
2065,853,1,0,10658,240,334,146,73,240,334,240,407,386,407,386,334
2066,854,3,0,8748,189,349,81,108,189,349,189,457,270,457,270,349
2067,854,1,0,11970,182,335,171,70,182,335,182,405,353,405,353,335
2068,854,1,0,5320,682,328,76,70,682,328,682,398,758,398,758,328
2069,855,1,0,16405,135,342,193,85,135,342,135,427,328,427,328,342
2070,855,3,0,13910,114,349,107,130,114,349,114,479,221,479,221,349
2071,855,1,0,6106,693,339,86,71,693,339,693,410,779,410,779,339
2072,855,1,0,1369,562,357,37,37,562,357,562,394,599,394,599,357
2073,856,1,0,20160,91,327,224,90,91,327,91,417,315,417,315,327
2074,856,3,0,21879,0,367,153,143,0,367,0,510,153,510,153,367
2075,856,1,0,8160,708,317,102,80,708,317,708,397,810,397,810,317
2076,856,1,0,1936,567,333,44,44,567,333,567,377,611,377,611,333
2077,857,1,0,11500,730,310,115,100,730,310,730,410,845,410,845,310
2078,857,1,0,1258,569,338,37,34,569,338,569,372,606,372,606,338
2079,857,1,0,26724,7,325,262,102,7,325,7,427,269,427,269,325
2080,858,1,0,27797,0,324,209,133,0,324,0,457,209,457,209,324
2081,858,4,0,2610,433,336,29,90,433,336,433,426,462,426,462,336
2082,858,1,0,14310,757,306,135,106,757,306,757,412,892,412,892,306
2083,858,1,0,1190,575,343,35,34,575,343,575,377,610,377,610,343
2084,859,1,0,22059,784,299,171,129,784,299,784,428,955,428,955,299
2085,859,1,0,961,576,345,31,31,576,345,576,376,607,376,607,345
2086,859,4,0,3395,413,339,35,97,413,339,413,436,448,436,448,339
2087,859,1,0,19625,0,327,125,157,0,327,0,484,125,484,125,327
2088,859,1,0,8008,101,360,88,91,101,360,101,451,189,451,189,360
2089,859,1,0,10191,126,356,129,79,126,356,126,435,255,435,255,356
2090,859,1,0,6560,346,333,80,82,346,333,346,415,426,415,426,333
2091,860,1,0,11615,319,327,115,101,319,327,319,428,434,428,434,327
2092,860,4,0,4255,390,331,37,115,390,331,390,446,427,446,427,331
2093,860,1,0,35100,824,281,234,150,824,281,824,431,1058,431,1058,281
2094,860,1,0,13804,0,358,116,119,0,358,0,477,116,477,116,358
2095,860,1,0,13137,47,352,151,87,47,352,47,439,198,439,198,352
2096,860,1,0,2773,452,345,59,47,452,345,452,392,511,392,511,345
2097,861,1,0,62964,890,279,318,198,890,279,890,477,1208,477,1208,279
2098,861,4,0,7810,342,331,55,142,342,331,342,473,397,473,397,331
2099,861,1,0,13221,0,367,117,113,0,367,0,480,117,480,117,367
2100,861,1,0,2793,442,350,57,49,442,350,442,399,499,399,499,350
2101,862,1,0,675,605,344,27,25,605,344,605,369,632,369,632,344
2102,863,1,0,88992,971,235,309,288,971,235,971,523,1280,523,1280,235
2103,863,4,0,14823,269,322,81,183,269,322,269,505,350,505,350,322
2104,863,1,0,25460,195,323,190,134,195,323,195,457,385,457,385,323
2105,863,1,0,3944,424,346,68,58,424,346,424,404,492,404,492,346
2106,864,4,0,25300,134,309,92,275,134,309,134,584,226,584,226,309
2107,864,1,0,4425,398,344,75,59,398,344,398,403,473,403,473,344
2108,864,1,0,50416,48,319,274,184,48,319,48,503,322,503,322,319
2109,865,1,0,60630,0,309,235,258,0,309,0,567,235,567,235,309
2110,865,1,0,6816,363,356,96,71,363,356,363,427,459,427,459,356
2111,866,1,0,8829,327,351,109,81,327,351,327,432,436,432,436,351
2112,867,1,0,11748,275,355,132,89,275,355,275,444,407,444,407,355
2113,868,1,0,18639,207,344,171,109,207,344,207,453,378,453,378,344
2114,869,1,0,31692,108,352,228,139,108,352,108,491,336,491,336,352
2115,870,1,0,46814,0,352,263,178,0,352,0,530,263,530,263,352
2116,871,3,0,4950,387,354,50,99,387,354,387,453,437,453,437,354
2117,871,1,0,26398,0,358,134,197,0,358,0,555,134,555,134,358
2118,872,3,0,7280,308,368,65,112,308,368,308,480,373,480,373,368
2119,872,3,0,2904,371,356,33,88,371,356,371,444,404,444,404,356
2120,873,1,0,728,596,345,26,28,596,345,596,373,622,373,622,345
2121,874,3,0,19266,135,400,114,169,135,400,135,569,249,569,249,400
2122,874,3,0,4664,310,388,53,88,310,388,310,476,363,476,363,388
2123,875,3,0,11904,174,408,93,128,174,408,174,536,267,536,267,408
2124,876,1,0,2156,659,332,44,49,659,332,659,381,703,381,703,332
2125,877,1,0,961,594,341,31,31,594,341,594,372,625,372,625,341
2126,878,1,0,27548,18,314,194,142,18,314,18,456,212,456,212,314
2127,878,1,0,2940,667,328,49,60,667,328,667,388,716,388,716,328
2128,878,1,0,27939,803,278,201,139,803,278,803,417,1004,417,1004,278
2129,879,1,0,33132,824,276,251,132,824,276,824,408,1075,408,1075,276
2130,879,1,0,4761,671,329,69,69,671,329,671,398,740,398,740,329
2131,880,1,0,51128,854,260,308,166,854,260,854,426,1162,426,1162,260
2132,880,1,0,9690,690,316,95,102,690,316,690,418,785,418,785,316
2133,881,3,0,15040,30,391,160,94,30,391,30,485,190,485,190,391
2134,881,1,0,28980,734,304,180,161,734,304,734,465,914,465,914,304
2135,881,1,0,72960,898,243,380,192,898,243,898,435,1278,435,1278,243
2136,882,1,0,146234,906,205,374,391,906,205,906,596,1280,596,1280,205
2137,883,1,0,1054,598,338,31,34,598,338,598,372,629,372,629,338
2138,884,1,0,1656,616,349,46,36,616,349,616,385,662,385,662,349
2139,885,1,0,2464,630,340,56,44,630,340,630,384,686,384,686,340
2140,886,1,0,3410,643,340,62,55,643,340,643,395,705,395,705,340
2141,887,1,0,6048,660,339,84,72,660,339,660,411,744,411,744,339
2142,888,1,0,14175,693,331,135,105,693,331,693,436,828,436,828,331
2143,889,1,0,72455,780,315,337,215,780,315,780,530,1117,530,1117,315
2144,890,4,0,5180,867,306,35,148,867,306,867,454,902,454,902,306
2145,891,1,0,910,623,340,35,26,623,340,623,366,658,366,658,340
2146,892,1,0,957,619,338,33,29,619,338,619,367,652,367,652,338
2147,893,1,0,960,599,339,30,32,599,339,599,371,629,371,629,339
2148,894,1,0,875,619,344,35,25,619,344,619,369,654,369,654,344
2149,895,1,0,1147,624,345,37,31,624,345,624,376,661,376,661,345
2150,896,1,0,945,630,345,35,27,630,345,630,372,665,372,665,345
2151,897,1,0,1400,642,345,50,28,642,345,642,373,692,373,692,345
2152,897,1,0,840,591,343,35,24,591,343,591,367,626,367,626,343
2153,898,4,0,9516,835,306,61,156,835,306,835,462,896,462,896,306
2154,898,1,0,1900,652,345,50,38,652,345,652,383,702,383,702,345
2155,899,1,0,2193,653,347,51,43,653,347,653,390,704,390,704,347
2156,900,1,0,2925,639,345,65,45,639,345,639,390,704,390,704,345
2157,901,1,0,1260,605,343,35,36,605,343,605,379,640,379,640,343
2158,902,1,0,3600,638,346,72,50,638,346,638,396,710,396,710,346
2159,903,1,0,4290,642,343,78,55,642,343,642,398,720,398,720,343
2160,904,1,0,5248,643,336,82,64,643,336,643,400,725,400,725,336
2161,905,1,0,5850,651,337,90,65,651,337,651,402,741,402,741,337
2162,906,1,0,7752,656,339,102,76,656,339,656,415,758,415,758,339
2163,907,1,0,10624,670,342,128,83,670,342,670,425,798,425,798,342
2164,908,1,0,15974,688,324,163,98,688,324,688,422,851,422,851,324
2165,909,1,0,29044,724,329,212,137,724,329,724,466,936,466,936,329
2166,910,1,0,55556,781,314,323,172,781,314,781,486,1104,486,1104,314
2167,911,1,0,106197,891,299,389,273,891,299,891,572,1280,572,1280,299
2168,912,1,0,1287,606,347,39,33,606,347,606,380,645,380,645,347
2169,913,1,0,57615,1113,271,167,345,1113,271,1113,616,1280,616,1280,271
2170,914,2,0,6208,898,347,64,97,898,347,898,444,962,444,962,347
2171,915,2,0,11837,990,334,89,133,990,334,990,467,1079,467,1079,334
2172,915,2,0,7740,928,354,86,90,928,354,928,444,1014,444,1014,354
2173,916,2,0,16836,1024,353,138,122,1024,353,1024,475,1162,475,1162,353
2174,916,2,0,20787,1157,336,123,169,1157,336,1157,505,1280,505,1280,336
2175,917,2,0,9006,909,348,114,79,909,348,909,427,1023,427,1023,348
2176,917,2,0,5916,818,358,87,68,818,358,818,426,905,426,905,358
2177,917,1,0,1880,610,343,47,40,610,343,610,383,657,383,657,343
2178,918,1,0,7917,808,325,91,87,808,325,808,412,899,412,899,325
2179,919,1,0,49713,0,312,219,227,0,312,0,539,219,539,219,312
2180,919,1,0,10735,750,320,113,95,750,320,750,415,863,415,863,320
2181,920,1,0,1848,613,343,44,42,613,343,613,385,657,385,657,343
2182,920,2,0,12700,948,343,127,100,948,343,948,443,1075,443,1075,343
2183,920,2,0,6975,844,351,93,75,844,351,844,426,937,426,937,351
2184,921,2,0,2074,649,334,34,61,649,334,649,395,683,395,683,334
2185,921,1,0,14740,786,304,134,110,786,304,786,414,920,414,920,304
2186,922,1,0,1932,619,338,46,42,619,338,619,380,665,380,665,338
2187,922,2,0,13857,994,347,149,93,994,347,994,440,1143,440,1143,347
2188,922,2,0,7884,868,348,108,73,868,348,868,421,976,421,976,348
2189,923,2,0,20562,952,359,138,149,952,359,952,508,1090,508,1090,359
2190,923,4,0,13224,956,277,76,174,956,277,956,451,1032,451,1032,277
2191,924,2,0,1824,697,346,32,57,697,346,697,403,729,403,729,346
2192,925,2,0,3910,734,340,46,85,734,340,734,425,780,425,780,340
2193,926,4,0,6534,835,304,66,99,835,304,835,403,901,403,901,304
2194,926,2,0,12635,827,341,95,133,827,341,827,474,922,474,922,341
2195,927,2,0,18590,1065,349,169,110,1065,349,1065,459,1234,459,1234,349
2196,927,2,0,14351,1018,339,127,113,1018,339,1018,452,1145,452,1145,339
2197,927,2,0,11070,909,352,123,90,909,352,909,442,1032,442,1032,352
2198,927,1,0,3712,617,330,58,64,617,330,617,394,675,394,675,330
2199,928,1,0,3190,631,324,55,58,631,324,631,382,686,382,686,324
2200,929,1,0,4662,638,311,63,74,638,311,638,385,701,385,701,311
2201,930,1,0,6720,650,320,80,84,650,320,650,404,730,404,730,320
2202,931,1,0,11772,670,307,108,109,670,307,670,416,778,416,778,307
2203,932,1,0,22879,689,297,167,137,689,297,689,434,856,434,856,297
2204,933,1,0,112634,729,220,398,283,729,220,729,503,1127,503,1127,220
2205,934,1,0,3172,621,339,61,52,621,339,621,391,682,391,682,339
2206,934,2,0,18860,1116,357,164,115,1116,357,1116,472,1280,472,1280,357
2207,934,2,0,13662,958,356,138,99,958,356,958,455,1096,455,1096,356
2208,935,1,0,248056,933,35,404,614,933,35,933,649,1337,649,1337,35
2209,936,1,0,1880,502,350,47,40,502,350,502,390,549,390,549,350
2210,937,1,0,2880,479,352,64,45,479,352,479,397,543,397,543,352
2211,938,1,0,3285,463,352,73,45,463,352,463,397,536,397,536,352
2212,938,2,0,2170,741,353,35,62,741,353,741,415,776,415,776,353
2213,939,2,0,4278,829,356,46,93,829,356,829,449,875,449,875,356
2214,939,1,0,4560,440,348,80,57,440,348,440,405,520,405,520,348
2215,940,4,0,31155,1094,301,155,201,1094,301,1094,502,1249,502,1249,301
2216,940,2,0,41808,1079,366,201,208,1079,366,1079,574,1280,574,1280,366
2217,940,1,0,5850,424,351,90,65,424,351,424,416,514,416,514,351
2218,941,1,0,78980,7,337,359,220,7,337,7,557,366,557,366,337
2219,941,2,0,2668,681,349,58,46,681,349,681,395,739,395,739,349
2220,942,1,0,75522,0,355,246,307,0,355,0,662,246,662,246,355
2221,942,2,0,3540,721,370,59,60,721,370,721,430,780,430,780,370
2222,943,4,0,108288,951,217,288,376,951,217,951,593,1239,593,1239,217
2223,943,2,0,104967,936,368,327,321,936,368,936,689,1263,689,1263,368
2224,943,2,0,5576,781,341,68,82,781,341,781,423,849,423,849,341
2225,944,1,0,1326,603,339,39,34,603,339,603,373,642,373,642,339
2226,945,1,0,1794,612,341,46,39,612,341,612,380,658,380,658,341
2227,946,1,0,2205,626,339,49,45,626,339,626,384,675,384,675,339
2228,947,1,0,2438,641,341,53,46,641,341,641,387,694,387,694,341
2229,948,1,0,8064,662,328,96,84,662,328,662,412,758,412,758,328
2230,949,1,0,5544,647,334,84,66,647,334,647,400,731,400,731,334
2231,950,1,0,132525,815,288,465,285,815,288,815,573,1280,573,1280,288
2232,950,1,0,1050,616,350,35,30,616,350,616,380,651,380,651,350
2233,950,2,0,1653,695,347,29,57,695,347,695,404,724,404,724,347
2234,951,2,0,2272,748,329,32,71,748,329,748,400,780,400,780,329
2235,951,1,0,1054,624,342,34,31,624,342,624,373,658,373,658,342
2236,952,1,0,1305,631,350,45,29,631,350,631,379,676,379,676,350
2237,952,2,0,7224,834,305,56,129,834,305,834,434,890,434,890,305
2238,953,1,0,2132,634,347,52,41,634,347,634,388,686,388,686,347
2239,953,4,0,7602,1085,279,42,181,1085,279,1085,460,1127,460,1127,279
2240,953,4,0,16536,1111,282,78,212,1111,282,1111,494,1189,494,1189,282
2241,953,2,0,39360,1075,337,192,205,1075,337,1075,542,1267,542,1267,337
2242,954,1,0,79765,814,311,371,215,814,311,814,526,1185,526,1185,311
2243,954,1,0,2688,662,338,56,48,662,338,662,386,718,386,718,338
2244,955,1,0,5476,681,331,74,74,681,331,681,405,755,405,755,331
2245,956,1,0,12544,696,319,112,112,696,319,696,431,808,431,808,319
2246,957,1,0,78225,1105,226,175,447,1105,226,1105,673,1280,673,1280,226
2247,958,2,0,7446,797,344,73,102,797,344,797,446,870,446,870,344
2248,959,2,0,46224,1047,355,214,216,1047,355,1047,571,1261,571,1261,355
2249,959,4,0,28084,1065,281,119,236,1065,281,1065,517,1184,517,1184,281
2250,960,2,0,2655,624,348,45,59,624,348,624,407,669,407,669,348
2251,961,2,0,3420,711,372,57,60,711,372,711,432,768,432,768,372
2252,962,2,0,16500,874,335,125,132,874,335,874,467,999,467,999,335
2253,962,4,0,8160,878,292,60,136,878,292,878,428,938,428,938,292
2254,963,4,0,2607,471,334,33,79,471,334,471,413,504,413,504,334
2255,964,4,0,2738,502,347,37,74,502,347,502,421,539,421,539,347
2256,965,4,0,3403,532,338,41,83,532,338,532,421,573,421,573,338
2257,965,1,0,4712,322,301,76,62,322,301,322,363,398,363,398,301
2258,966,4,0,4700,568,344,47,100,568,344,568,444,615,444,615,344
2259,966,4,0,4292,290,346,58,74,290,346,290,420,348,420,348,346
2260,966,4,0,1298,421,330,22,59,421,330,421,389,443,389,443,330
2261,966,1,0,5609,366,303,79,71,366,303,366,374,445,374,445,303
2262,967,4,0,9936,616,349,72,138,616,349,616,487,688,487,688,349
2263,967,1,0,6391,420,311,83,77,420,311,420,388,503,388,503,311
2264,967,4,0,1239,457,340,21,59,457,340,457,399,478,399,478,340
2265,967,4,0,5346,302,358,66,81,302,358,302,439,368,439,368,358
2266,968,4,0,10787,693,351,67,161,693,351,693,512,760,512,760,351
2267,968,4,0,7200,310,355,75,96,310,355,310,451,385,451,385,355
2268,968,1,0,8528,464,305,104,82,464,305,464,387,568,387,568,305
2269,968,4,0,1664,492,337,26,64,492,337,492,401,518,401,518,337
2270,969,4,0,33117,790,339,133,249,790,339,790,588,923,588,923,339
2271,969,1,0,10185,526,289,105,97,526,289,526,386,631,386,631,289
2272,969,4,0,10353,307,345,87,119,307,345,307,464,394,464,394,345
2273,970,4,0,63327,1020,363,209,303,1020,363,1020,666,1229,666,1229,363
2274,970,1,0,14934,574,290,131,114,574,290,574,404,705,404,705,290
2275,970,4,0,2156,555,332,28,77,555,332,555,409,583,409,583,332
2276,970,4,0,14490,278,357,105,138,278,357,278,495,383,495,383,357
2277,971,1,0,26128,604,272,184,142,604,272,604,414,788,414,788,272
2278,971,4,0,1978,585,326,23,86,585,326,585,412,608,412,608,326
2279,971,4,0,26496,211,351,138,192,211,351,211,543,349,543,349,351
2280,972,1,0,48195,667,252,255,189,667,252,667,441,922,441,922,252
2281,972,4,0,2340,602,329,26,90,602,329,602,419,628,419,628,329
2282,972,4,0,66868,19,358,229,292,19,358,19,650,248,650,248,358
2283,973,1,0,146940,721,189,465,316,721,189,721,505,1186,505,1186,189
2284,973,4,0,3392,625,331,32,106,625,331,625,437,657,437,657,331
2285,974,1,0,210210,890,1,390,539,890,1,890,540,1280,540,1280,1
2286,974,4,0,5236,648,333,44,119,648,333,648,452,692,452,692,333
2287,974,1,0,2162,473,340,47,46,473,340,473,386,520,386,520,340
2288,975,1,0,2064,494,339,48,43,494,339,494,382,542,382,542,339
2289,975,4,0,5382,685,321,39,138,685,321,685,459,724,459,724,321
2290,975,4,0,12320,1069,309,88,140,1069,309,1069,449,1157,449,1157,309
2291,975,4,0,8216,1174,304,52,158,1174,304,1174,462,1226,462,1226,304
2292,976,2,0,9200,1193,349,80,115,1193,349,1193,464,1273,464,1273,349
2293,976,4,0,9911,733,303,53,187,733,303,733,490,786,490,786,303
2294,976,1,0,2964,510,330,57,52,510,330,510,382,567,382,567,330
2295,977,1,0,3834,541,337,71,54,541,337,541,391,612,391,612,337
2296,977,4,0,17352,826,296,72,241,826,296,826,537,898,537,898,296
2297,978,1,0,5146,574,330,83,62,574,330,574,392,657,392,657,330
2298,978,4,0,80088,995,245,188,426,995,245,995,671,1183,671,1183,245
2299,978,2,0,1392,650,348,29,48,650,348,650,396,679,396,679,348
2300,979,1,0,6512,615,322,88,74,615,322,615,396,703,396,703,322
2301,979,2,0,2886,711,337,39,74,711,337,711,411,750,411,750,337
2302,979,4,0,5850,308,365,65,90,308,365,308,455,373,455,373,365
2303,980,1,0,10695,657,320,115,93,657,320,657,413,772,413,772,320
2304,980,2,0,5200,788,341,65,80,788,341,788,421,853,421,853,341
2305,980,4,0,6798,285,375,66,103,285,375,285,478,351,478,351,375
2306,981,1,0,18644,707,319,158,118,707,319,707,437,865,437,865,319
2307,981,2,0,12705,928,339,105,121,928,339,928,460,1033,460,1033,339
2308,981,4,0,10001,228,384,73,137,228,384,228,521,301,521,301,384
2309,982,4,0,17765,128,381,95,187,128,381,128,568,223,568,223,381
2310,982,1,0,40898,785,301,242,169,785,301,785,470,1027,470,1027,301
2311,982,4,0,2788,604,351,41,68,604,351,604,419,645,419,645,351
2312,982,2,0,2496,714,338,32,78,714,338,714,416,746,416,746,338
2313,983,1,0,95976,930,279,344,279,930,279,930,558,1274,558,1274,279
2314,983,4,0,1768,631,372,34,52,631,372,631,424,665,424,665,372
2315,983,2,0,10043,844,353,83,121,844,353,844,474,927,474,927,353
2316,983,2,0,4582,775,356,58,79,775,356,775,435,833,435,833,356
2317,983,2,0,3332,711,351,49,68,711,351,711,419,760,419,760,351
2318,983,4,0,6908,851,282,44,157,851,282,851,439,895,439,895,282
2319,983,4,0,3977,772,310,41,97,772,310,772,407,813,407,813,310
2320,984,4,0,32472,1053,275,132,246,1053,275,1053,521,1185,521,1185,275
